id,donor_id,interest_category,interest_name
7t5usb8pbu,72640ec6-a58a-4646-b46c-e2e72a162e7a,Travel and Exploration,Urban exploration and historical tours
24wqz4zvmj,8a475abd-cdd3-4c26-861a-3f068314c867,Reading and Literature,Audio books and storytelling podcasts
dfozm0c510,8a475abd-cdd3-4c26-861a-3f068314c867,Reading and Literature,"Poetry and poetic forms (haiku, sonnets, free verse)"
l54bfutzi6,3827c716-0b88-45eb-aac4-723b83cdc474,Outdoor Activities,Hiking and nature walks
f7135ur0o8,3827c716-0b88-45eb-aac4-723b83cdc474,Health and Wellness,Holistic health practices (acupuncture herbalism)
2kbrjc6zb0,3827c716-0b88-45eb-aac4-723b83cdc474,Reading and Literature,"Non-fiction (biographies, history, self-help, psychology)"
0z29dqsq6b,cf145564-2f9e-4b33-af9b-b00fc0dea6c4,Health and Wellness,Holistic health practices (acupuncture herbalism)
xntlrydt7e,a6440173-87df-4ae2-bd97-a575293b710f,Outdoor Activities,"Camping (tent camping, RV camping)"
1u4c86gt8s,a6440173-87df-4ae2-bd97-a575293b710f,Travel and Exploration,Road trips and exploring scenic routes
vzsiwe5e4q,8a3b698c-2952-4b72-ad0f-49e7b72a3d95,Travel and Exploration,Visiting new countries and cultures
vu8hcbnk5u,8a3b698c-2952-4b72-ad0f-49e7b72a3d95,Travel and Exploration,Road trips and exploring scenic routes
opxumj6hgl,20be7905-0bf3-4cfb-b08d-20f20e70d23b,Travel and Exploration,Road trips and exploring scenic routes
2rqttivo2s,20be7905-0bf3-4cfb-b08d-20f20e70d23b,Health and Wellness,Yoga retreats wellness tourism
mpc7yhc8xr,0fbca3ed-44d3-44eb-92ea-afee99477576,Outdoor Activities,Wilderness survival skills
evz1babmme,f5356944-e5fe-4c30-8c7b-5fafae4ebd50,Health and Wellness,Holistic health practices (acupuncture herbalism)
41q3cbdwal,f5356944-e5fe-4c30-8c7b-5fafae4ebd50,Health and Wellness,Yoga retreats wellness tourism
fbmumjtlof,f5356944-e5fe-4c30-8c7b-5fafae4ebd50,Travel and Exploration,Ecotourism and sustainable travel
merugivjoh,1fb4454a-9ef5-477d-831f-9cab25e0408d,Reading and Literature,"Fiction (novels, short stories, fantasy, science fiction)"
10dbph4m13,4830e868-14d4-4aa2-a616-56a4b90c6e66,Reading and Literature,Audio books and storytelling podcasts
aaf6uqff9i,4830e868-14d4-4aa2-a616-56a4b90c6e66,Reading and Literature,"Poetry and poetic forms (haiku, sonnets, free verse)"
zb69f8mat1,ca0b39d8-bd83-41a0-bf9c-c83600f25c04,Travel and Exploration,Urban exploration and historical tours
i95s4vnvcc,6866ce30-364a-4ba1-a103-b9269afd8348,Reading and Literature,Reading challenges and book clubs
gugh6jzv44,3ee57d67-7a56-4b53-86d1-9b8d346f25cf,Health & Wellness,Nutrition planning meal prepping
s55lgw8wkc,3ee57d67-7a56-4b53-86d1-9b8d346f25cf,Reading and Literature,"Non-fiction (biographies, history, self-help, psychology)"
9ipix0kstz,3ee57d67-7a56-4b53-86d1-9b8d346f25cf,Travel and Exploration,Road trips and exploring scenic routes
j4ubyr0yp6,709352a6-1fef-4e08-bdfe-deb08f3bae35,Reading and Literature,Reading challenges and book clubs
dtv01u3nxd,709352a6-1fef-4e08-bdfe-deb08f3bae35,Health and Wellness,Fitness obstacle course races
m5nfx4l7v3,709352a6-1fef-4e08-bdfe-deb08f3bae35,Travel and Exploration,Visiting new countries and cultures
0uauq6d5fw,0880292e-7620-468e-8b64-2ac0c7eb23a0,Health and Wellness,Holistic health practices (acupuncture herbalism)
jz2w5hm4ad,0880292e-7620-468e-8b64-2ac0c7eb23a0,Travel and Exploration,Backpacking and adventure travel
oqr3yyuczm,ced3c56d-d218-4429-a50f-3cb41af028d6,Outdoor Activities,Wilderness survival skills
ypn1vquu5t,c63461dc-b70f-4e71-86b7-bc44b5b1c055,Health and Wellness,Practicing mindfulness meditation
bx5ngg5flt,1e6b210c-03f1-4d7d-9689-4ad4ae658f41,Health & Wellness,Nutrition planning meal prepping
63w5k19zrs,1e6b210c-03f1-4d7d-9689-4ad4ae658f41,Travel and Exploration,Cruise vacations and sailing adventures
cfqat87oub,1e6b210c-03f1-4d7d-9689-4ad4ae658f41,Travel and Exploration,Road trips and exploring scenic routes
p4ae5w545c,bb7e0e50-79bb-48d8-b944-78966089a1d8,Health and Wellness,Practicing mindfulness meditation
s8xzdqjuds,19c49bbc-c908-44cc-bff7-b389cc883a4a,Health and Wellness,Fitness obstacle course races
v7clusd2m1,72d55689-400b-4576-9815-44f78a139166,Health and Wellness,Fitness obstacle course races
2ft6g88am8,df32676b-ef3d-44dd-8366-fc3671b3baaf,Reading and Literature,Literary analysis and book discussions
2gzrsw0z84,df32676b-ef3d-44dd-8366-fc3671b3baaf,Travel and Exploration,Visiting new countries and cultures
24id6mjq6k,df32676b-ef3d-44dd-8366-fc3671b3baaf,Travel and Exploration,Urban exploration and historical tours
apiitrgj28,a111d6f0-7c90-4bc0-9755-8175281868de,Travel and Exploration,Road trips and exploring scenic routes
eo8hr64qem,a111d6f0-7c90-4bc0-9755-8175281868de,Reading and Literature,Literary analysis and book discussions
4axxwd9ffy,d9bab4c0-4d22-452e-8210-e5890624c1a0,Outdoor Activities,Hiking and nature walks
b7lq9p5ozp,d9bab4c0-4d22-452e-8210-e5890624c1a0,Reading and Literature,"Fiction (novels, short stories, fantasy, science fiction)"
t10xv4pjn5,99ad5b79-acff-45ce-80e9-8aea80897c95,Travel and Exploration,Visiting new countries and cultures
n6dniobq8d,2d9ccd02-9d29-4728-a3af-2bcc24ae7772,Health and Wellness,Practicing mindfulness meditation
rdt1tp0nrm,2d9ccd02-9d29-4728-a3af-2bcc24ae7772,Reading and Literature,"Fiction (novels, short stories, fantasy, science fiction)"
xtqpqifb6v,be93539d-00d1-459c-82ec-5f4cedffda65,Reading and Literature,"Poetry and poetic forms (haiku, sonnets, free verse)"
xp39erzhyz,be93539d-00d1-459c-82ec-5f4cedffda65,Reading and Literature,Audio books and storytelling podcasts
wpuxgks2o8,be93539d-00d1-459c-82ec-5f4cedffda65,Reading and Literature,Literary analysis and book discussions
3rbwthtvbk,53355db8-8150-4243-82e3-697ab12aad63,Reading and Literature,"Fiction (novels, short stories, fantasy, science fiction)"
6hj9oxk9e8,53355db8-8150-4243-82e3-697ab12aad63,Reading and Literature,Audio books and storytelling podcasts
32j4h2vgcg,53355db8-8150-4243-82e3-697ab12aad63,Health & Wellness,Nutrition planning meal prepping
8f476ym50t,d0a843ce-0179-4635-8917-963fa44ebaf1,Outdoor Activities,Wilderness survival skills
mhgdihh5hf,d0a843ce-0179-4635-8917-963fa44ebaf1,Reading and Literature,Audio books and storytelling podcasts
u6m20358tu,8b8d9716-7635-48b3-ad79-25f8dfee94eb,Travel and Exploration,Visiting new countries and cultures
1jd5e5udid,8b8d9716-7635-48b3-ad79-25f8dfee94eb,Health and Wellness,Holistic health practices (acupuncture herbalism)
botpvu5urw,fe1e0266-1567-4f01-ad5a-304e907199e2,Outdoor Activities,Wilderness survival skills
2k99dqutny,ebebbe6e-2fd4-4972-9d08-c0c387286725,Health and Wellness,Practicing mindfulness meditation
x58qajb8vv,ebebbe6e-2fd4-4972-9d08-c0c387286725,Travel and Exploration,Cruise vacations and sailing adventures
vxmxiztrb9,7cd00e9d-9a07-4920-8f8a-70d82f25006f,Health and Wellness,Practicing mindfulness meditation
n8w228xsaq,c383ed1c-0bbe-4d78-a57d-caa21d3b1d16,Reading and Literature,Audio books and storytelling podcasts
qkd2umzugy,0def33bf-4d0a-41c8-ae3f-c5020521d075,Reading and Literature,"Fiction (novels, short stories, fantasy, science fiction)"
833cadghab,0def33bf-4d0a-41c8-ae3f-c5020521d075,Travel and Exploration,Cruise vacations and sailing adventures
06mo0d0lb2,0def33bf-4d0a-41c8-ae3f-c5020521d075,Travel and Exploration,Urban exploration and historical tours
h98jayhwgh,c00c535b-18c1-40e9-a77d-7328adedd9e9,Reading and Literature,"Fiction (novels, short stories, fantasy, science fiction)"
dz931wql8n,c00c535b-18c1-40e9-a77d-7328adedd9e9,Health and Wellness,Yoga retreats wellness tourism
le9yqd62qp,c00c535b-18c1-40e9-a77d-7328adedd9e9,Travel and Exploration,Backpacking and adventure travel
duaqibx2pq,bc06630f-c14f-40f8-b3c4-ea0cf6be52ba,Travel and Exploration,Visiting new countries and cultures
bn4ddqidbf,bc06630f-c14f-40f8-b3c4-ea0cf6be52ba,Travel and Exploration,Ecotourism and sustainable travel
652lzjuqne,bc06630f-c14f-40f8-b3c4-ea0cf6be52ba,Reading and Literature,"Poetry and poetic forms (haiku, sonnets, free verse)"
8uejauoch6,2fe36831-ee59-43c7-a4ff-b947a9131830,Travel and Exploration,Urban exploration and historical tours
ul42hqzje6,2fe36831-ee59-43c7-a4ff-b947a9131830,Outdoor Activities,Wilderness survival skills
x525271k0i,2fe36831-ee59-43c7-a4ff-b947a9131830,Reading and Literature,Reading challenges and book clubs
114tp03ggp,b267e252-bc36-4817-ac07-e1f07ce173d4,Reading and Literature,Literary analysis and book discussions
ph35woq2ph,b267e252-bc36-4817-ac07-e1f07ce173d4,Reading and Literature,Reading challenges and book clubs
7qkbz6tsx6,86bf0181-b1de-457b-b993-4f9060017735,Health & Wellness,Nutrition planning meal prepping
94zc9m9jd1,86bf0181-b1de-457b-b993-4f9060017735,Health and Wellness,Fitness obstacle course races
eowk6o4zy2,86bf0181-b1de-457b-b993-4f9060017735,Reading and Literature,"Fiction (novels, short stories, fantasy, science fiction)"
gy6f3jrdm1,606b64c6-a910-4659-b126-7c1b934e9978,Health and Wellness,Fitness obstacle course races
q21wk0f2h4,606b64c6-a910-4659-b126-7c1b934e9978,Health and Wellness,Holistic health practices (acupuncture herbalism)
wb3vyljtul,29c2749a-66d4-4d16-9961-cdb8bb8fcb6e,Outdoor Activities,Hiking and nature walks
2qyv0o29m2,29c2749a-66d4-4d16-9961-cdb8bb8fcb6e,Outdoor Activities,Wilderness survival skills
vi2yytnpjd,29c2749a-66d4-4d16-9961-cdb8bb8fcb6e,Reading and Literature,"Fiction (novels, short stories, fantasy, science fiction)"
t1164wznbk,d0d5eb3f-9819-43e4-93ac-13dafa5571ed,Travel and Exploration,Backpacking and adventure travel
msaq9exbrl,d0d5eb3f-9819-43e4-93ac-13dafa5571ed,Travel and Exploration,Urban exploration and historical tours
tkaripttnp,6483b977-3196-4078-b5e0-d231fd771360,Travel and Exploration,Visiting new countries and cultures
b29jopnmjx,2e030788-2d79-49f3-a6bc-87b3bade8bee,Health & Wellness,Nutrition planning meal prepping
fp79yvj3mk,2e030788-2d79-49f3-a6bc-87b3bade8bee,Travel and Exploration,Backpacking and adventure travel
1bwaj37o8m,e804ac8e-2a5b-40f7-af5b-005b1a62d22a,Outdoor Activities,Hiking and nature walks
lrz13lg5sf,e804ac8e-2a5b-40f7-af5b-005b1a62d22a,Travel and Exploration,Road trips and exploring scenic routes
k9e0pzfakg,0859aa9f-b527-4dda-ab22-2b9f935444e5,Outdoor Activities,Wilderness survival skills
rradhfo6sr,0859aa9f-b527-4dda-ab22-2b9f935444e5,Travel and Exploration,Visiting new countries and cultures
wpw9m31nam,0859aa9f-b527-4dda-ab22-2b9f935444e5,Travel and Exploration,Urban exploration and historical tours
1xbzjsbefb,6ceff35b-07c1-4597-99b4-ae3219231a59,Travel and Exploration,Visiting new countries and cultures
qrroam2l7v,6ceff35b-07c1-4597-99b4-ae3219231a59,Health and Wellness,Holistic health practices (acupuncture herbalism)
j9qvgbmqix,bf987358-1a34-4ef5-a0f7-b6d73e27fd09,Outdoor Activities,Wilderness survival skills
o8q9pby2nd,c852fe63-d58f-439f-86e9-59008c5b099e,Health and Wellness,Fitness obstacle course races
x244o0vsw4,d934b447-bad2-4be7-beea-784568a2ab04,Health and Wellness,Fitness obstacle course races
j9c8ixi1u2,d934b447-bad2-4be7-beea-784568a2ab04,Travel and Exploration,Ecotourism and sustainable travel
41vpqqse4o,d934b447-bad2-4be7-beea-784568a2ab04,Health and Wellness,Yoga retreats wellness tourism
6qgr5qkqsp,beb5338f-997d-4081-936c-a3148fd07e5c,Reading and Literature,Audio books and storytelling podcasts
b8323anfez,e590afd9-51a5-449c-96a3-b9b4cd405814,Travel and Exploration,Road trips and exploring scenic routes
mxyh11xq79,e590afd9-51a5-449c-96a3-b9b4cd405814,Outdoor Activities,Hiking and nature walks
a5z6e8dti9,3b158c6d-820d-4545-9f8a-360bea3a2804,Travel and Exploration,Ecotourism and sustainable travel
o5uqyd7knl,239fb45d-d42a-4bf3-8e86-79d3e552684f,Health and Wellness,Holistic health practices (acupuncture herbalism)
6jijxhk5e5,239fb45d-d42a-4bf3-8e86-79d3e552684f,Reading and Literature,"Fiction (novels, short stories, fantasy, science fiction)"
oa911swr8s,239fb45d-d42a-4bf3-8e86-79d3e552684f,Outdoor Activities,Hiking and nature walks
4okt3c8o8n,d3a06a2d-1401-46ba-aa4a-14641d2c8c6b,Outdoor Activities,Hiking and nature walks
7bqixhg95u,d3a06a2d-1401-46ba-aa4a-14641d2c8c6b,Health and Wellness,Holistic health practices (acupuncture herbalism)
zljowecnfd,c85c27ac-4ee2-412c-baae-ed53f43c2de2,Health and Wellness,Fitness obstacle course races
r9ybuoc72m,c85c27ac-4ee2-412c-baae-ed53f43c2de2,Outdoor Activities,Wilderness survival skills
ket5bu08gh,c85c27ac-4ee2-412c-baae-ed53f43c2de2,Travel and Exploration,Backpacking and adventure travel
bd31gcmk6w,de09a56a-c65a-4b4b-9982-6b100650e488,Reading and Literature,Literary analysis and book discussions
yfsxn3pz33,de09a56a-c65a-4b4b-9982-6b100650e488,Reading and Literature,Audio books and storytelling podcasts
y6a1eght9u,19b5c6a3-a4b3-4719-9e86-ce8247452e4e,Travel and Exploration,Backpacking and adventure travel
h5pz6p83xy,25c49145-4ae8-444c-b633-220c22661f6d,Travel and Exploration,Cruise vacations and sailing adventures
70nd7mittc,25c49145-4ae8-444c-b633-220c22661f6d,Health and Wellness,Yoga retreats wellness tourism
zlgwbmo0qp,25c49145-4ae8-444c-b633-220c22661f6d,Travel and Exploration,Visiting new countries and cultures
y2stcx5bqs,f02ed6a7-04dc-45fe-8348-e5452a206816,Reading and Literature,"Fiction (novels, short stories, fantasy, science fiction)"
oghgwj1aj0,f02ed6a7-04dc-45fe-8348-e5452a206816,Travel and Exploration,Cruise vacations and sailing adventures
5rzzulgls7,f02ed6a7-04dc-45fe-8348-e5452a206816,Reading and Literature,Reading challenges and book clubs
20i5m8uh3m,ea258b45-fd22-40dc-b984-b4adac3dcd31,Travel and Exploration,Road trips and exploring scenic routes
mjwa1i94aj,ea258b45-fd22-40dc-b984-b4adac3dcd31,Health and Wellness,Yoga retreats wellness tourism
sdi47yurew,50003772-4cf8-4853-b962-518ac259506f,Travel and Exploration,Ecotourism and sustainable travel
f5r986xr2k,50003772-4cf8-4853-b962-518ac259506f,Travel and Exploration,Visiting new countries and cultures
1itlxi02go,50003772-4cf8-4853-b962-518ac259506f,Reading and Literature,Literary analysis and book discussions
fa9gy4yjaw,9fc6b3f9-0089-4d57-9f50-90407f10ec84,Health and Wellness,Yoga retreats wellness tourism
ph8eacvkgf,9fc6b3f9-0089-4d57-9f50-90407f10ec84,Health and Wellness,Fitness obstacle course races
s8t61h0ybz,c2621d77-c50a-489e-8458-e08bd895e046,Travel and Exploration,Urban exploration and historical tours
okbbma76kg,c2621d77-c50a-489e-8458-e08bd895e046,Reading and Literature,"Non-fiction (biographies, history, self-help, psychology)"
42reh6ldbj,f5d91fc1-a419-43d2-a59e-6708ca78e113,Travel and Exploration,Visiting new countries and cultures
oco67lg7pu,f5d91fc1-a419-43d2-a59e-6708ca78e113,Health and Wellness,Fitness obstacle course races
aj0d8we08v,73320fcd-d6ec-4938-b84c-6546e5e1353e,Travel and Exploration,Visiting new countries and cultures
ni4uyx7chf,73320fcd-d6ec-4938-b84c-6546e5e1353e,Outdoor Activities,Hiking and nature walks
jkgyb2btw0,7e9df94b-0af1-4f66-91f9-f9a2bcc82b90,Reading and Literature,"Non-fiction (biographies, history, self-help, psychology)"
dvned0jjai,35f8c79b-e9df-4a23-86f3-61419dddbdda,Reading and Literature,"Non-fiction (biographies, history, self-help, psychology)"
bk27n9j155,35f8c79b-e9df-4a23-86f3-61419dddbdda,Travel and Exploration,Visiting new countries and cultures
xalol3fsrr,afdaa779-7acf-4ab2-9f70-9acaab767b1a,Travel and Exploration,Backpacking and adventure travel
c7tyzbtzp3,afdaa779-7acf-4ab2-9f70-9acaab767b1a,Reading and Literature,Audio books and storytelling podcasts
8g5hz31l75,afdaa779-7acf-4ab2-9f70-9acaab767b1a,Travel and Exploration,Visiting new countries and cultures
axroduwwqr,1ddc147f-60e7-4c3f-a645-730b00d8a7e3,Travel and Exploration,Visiting new countries and cultures
gjfydzc2yj,6f765bdf-87c5-4b9b-8860-2fa65259d927,Health and Wellness,Yoga retreats wellness tourism
7dppk1t3iw,6f765bdf-87c5-4b9b-8860-2fa65259d927,Reading and Literature,"Fiction (novels, short stories, fantasy, science fiction)"
cknryj3i3e,6f765bdf-87c5-4b9b-8860-2fa65259d927,Health and Wellness,Fitness obstacle course races
4pomuqv1cc,4c0852ff-09bd-40c8-b203-07975b1dc48c,Health and Wellness,Yoga retreats wellness tourism
76yug5xu8i,20cca08e-6c35-4eb8-a7e5-913a7219df31,Travel and Exploration,Urban exploration and historical tours
u8j77iqoz3,20cca08e-6c35-4eb8-a7e5-913a7219df31,Health and Wellness,Holistic health practices (acupuncture herbalism)
9rwigiz451,4b1ece72-bae2-4eb6-bf97-44a82181ea1b,Travel and Exploration,Visiting new countries and cultures
xzn1nb7rby,4277970e-6be9-4631-89be-c9b286d20d1d,Health and Wellness,Yoga retreats wellness tourism
9pv6dgs4kl,629a4a42-e94f-4cfd-9dad-9d766c82fd62,Health and Wellness,Fitness obstacle course races
a618v81faj,629a4a42-e94f-4cfd-9dad-9d766c82fd62,Reading and Literature,Literary analysis and book discussions
251y5hj0n7,629a4a42-e94f-4cfd-9dad-9d766c82fd62,Travel and Exploration,Ecotourism and sustainable travel
pbj2vfjbbj,b762f48e-5f81-477e-9743-d452548ea94b,Health and Wellness,Practicing mindfulness meditation
19f7if91a4,b762f48e-5f81-477e-9743-d452548ea94b,Travel and Exploration,Backpacking and adventure travel
kvxvsapj2l,b762f48e-5f81-477e-9743-d452548ea94b,Outdoor Activities,Hiking and nature walks
zhcxfveat8,83d64120-d5e7-4b26-b83d-b2219024beac,Health and Wellness,Fitness obstacle course races
2kav0oogbh,83d64120-d5e7-4b26-b83d-b2219024beac,Outdoor Activities,Wilderness survival skills
00hy7mgbg9,e4cd9cf3-b717-4fcb-9390-172fbffc2ab1,Health and Wellness,Yoga retreats wellness tourism
qqu06cal89,60ad3b01-6542-4e4e-b715-36d7cc9539ae,Reading and Literature,"Poetry and poetic forms (haiku, sonnets, free verse)"
oxh3o8l605,2fa75d45-d967-443b-8671-15d8d6d1b658,Health and Wellness,Practicing mindfulness meditation
qg4wweq5r4,8d4f646c-da4e-4efa-9f89-7260168d77d7,Outdoor Activities,"Camping (tent camping, RV camping)"
m3z2frataa,8d4f646c-da4e-4efa-9f89-7260168d77d7,Health & Wellness,Nutrition planning meal prepping
qaox53cp3j,7ba78894-c1f2-4a33-aa1e-3bf8fcba70f2,Reading and Literature,Audio books and storytelling podcasts
oqxrwsqrcd,7ba78894-c1f2-4a33-aa1e-3bf8fcba70f2,Health and Wellness,Practicing mindfulness meditation
7d3gp0c6b4,2cc2b739-30f8-4956-8e77-513fb057ca11,Reading and Literature,Reading challenges and book clubs
4w5vklgu5c,2cc2b739-30f8-4956-8e77-513fb057ca11,Travel and Exploration,Cruise vacations and sailing adventures
c5rx233oos,ce951884-bff1-4398-867b-8145e78d25da,Health and Wellness,Holistic health practices (acupuncture herbalism)
qidbx321zq,ce951884-bff1-4398-867b-8145e78d25da,Health & Wellness,Nutrition planning meal prepping
75vcs72pg2,e916d909-40f6-403d-bc9c-d4f9b8443f54,Travel and Exploration,Urban exploration and historical tours
xffinzods7,e916d909-40f6-403d-bc9c-d4f9b8443f54,Reading and Literature,"Non-fiction (biographies, history, self-help, psychology)"
