interest_id,donor_id,interest_name,added_at
cd72e00f-a562-4fb4-8922-697c5963f562,4801821c-e130-4bc3-849a-03fd628726c7,Meditation,2025-08-30T02:52:35.514111
c52d9fcc-1bdc-4b99-9409-028cd131f7a8,2e9aba02-cb84-46f1-96fe-13d75bbc9f25,Yoga,2025-08-30T02:52:35.520979
ddd2b7a0-e498-433c-83cb-40b53b003eb7,22bb84e2-4c41-4d0a-8bc6-421473b2fc6e,Meditation,2025-08-30T02:52:35.520979
0fd793f4-dca9-4938-82c9-d092cda7b9a4,22bb84e2-4c41-4d0a-8bc6-421473b2fc6e,Yoga,2025-08-30T02:52:35.520979
a18aaa5e-2dc1-4ac3-85f1-d8b397b7abd0,5edf4a5d-2c85-49a9-bf47-c8ca7b680251,Meditation,2025-08-30T02:52:35.520979
df82ce37-d97a-42f6-ad3c-78209ecfbdb9,5edf4a5d-2c85-49a9-bf47-c8ca7b680251,Running,2025-08-30T02:52:35.520979
0d0da69f-ca33-4c76-a469-fe013540a5b2,5edf4a5d-2c85-49a9-bf47-c8ca7b680251,Yoga,2025-08-30T02:52:35.520979
5e5c0f61-c2a0-4052-825c-f3c2d6606cd2,10405448-9792-44c5-b790-65de50454400,Fitness,2025-08-30T02:52:35.520979
a78df71d-f5e3-43a1-84c9-7eb0c5f842f7,d36a21aa-57f2-4190-8e43-cb5b789d716a,Yoga,2025-08-30T02:52:35.520979
996d5003-a20c-4b93-84ee-4fbe26cee8c5,ec3dbd99-663d-4042-ae2e-d2a83fbb3d4e,Nutrition,2025-08-30T02:52:35.528942
a18b6297-1177-4187-8d17-860c15923020,ec3dbd99-663d-4042-ae2e-d2a83fbb3d4e,Yoga,2025-08-30T02:52:35.528942
f516dcf8-e3e8-45af-928e-eeb9d1ca442f,ec3dbd99-663d-4042-ae2e-d2a83fbb3d4e,Meditation,2025-08-30T02:52:35.528942
