engagement_id,donor_id,campaign_name,channel,clicked,converted,engagement_timestamp
8520770f-e85d-4410-8e07-12d7e16eb903,00dfd0dd-b64f-42df-bf25-4eec7f829f6b,Campaign 3,SMS,True,False,2024-04-14T12:33:51
895bd7f9-868d-4487-9479-acbf8b380c15,00dfd0dd-b64f-42df-bf25-4eec7f829f6b,Campaign 7,Social,True,True,2025-08-15T12:33:51
ba88e20f-e624-45d1-b587-3cfa6b94d93a,00dfd0dd-b64f-42df-bf25-4eec7f829f6b,Campaign 10,Email,False,True,2023-10-09T12:33:51
98c48d36-5cb4-48a8-a11e-3801f097d609,0106a48c-dfb3-4b1c-baff-563f33269393,Campaign 4,SMS,False,False,2024-05-02T12:33:51
f214258f-6525-4337-9113-61f814de1f41,010c1b43-81e6-4cdc-8d78-a65acef426f5,Campaign 4,SMS,False,True,2023-10-01T12:33:51
c69c1c71-84e9-4a4d-86a3-ed7c3d4950f5,010c1b43-81e6-4cdc-8d78-a65acef426f5,Campaign 3,Email,False,False,2023-10-18T12:33:51
c4aaaedc-c538-47a3-92f6-bf999f963de3,010c1b43-81e6-4cdc-8d78-a65acef426f5,Campaign 9,SMS,False,False,2025-08-02T12:33:51
d47b1068-0c24-4147-904b-c6bcffd33b2d,010c1b43-81e6-4cdc-8d78-a65acef426f5,Campaign 4,Email,False,True,2023-11-29T12:33:51
ae65a776-c8ee-46a9-b23f-5572fd87793e,010c1b43-81e6-4cdc-8d78-a65acef426f5,Campaign 10,Social,False,True,2025-01-11T12:33:51
83a85232-5f2a-4365-8eae-d34758d2bcc6,010ccfd4-e940-4f1f-adb3-91f7d5f0bc27,Campaign 1,SMS,True,False,2023-12-06T12:33:51
f6ae9f4e-3b41-424a-852e-eb3f68ee684f,01170fce-33a9-44c3-8990-1891c89b08ab,Campaign 9,Social,True,False,2024-05-31T12:33:51
accf26b9-461c-472a-862f-59034ecabbec,01170fce-33a9-44c3-8990-1891c89b08ab,Campaign 9,Email,True,True,2025-01-08T12:33:51
106115df-05c5-4c0e-b214-f2a72bbd1727,01170fce-33a9-44c3-8990-1891c89b08ab,Campaign 8,Social,True,False,2023-10-28T12:33:51
469a945a-e120-4040-b9c6-a54cecdf3d7e,01170fce-33a9-44c3-8990-1891c89b08ab,Campaign 8,SMS,False,True,2024-04-20T12:33:51
e0d8c2d2-acf5-4e86-8826-c4a7e7600405,015c2ed2-b249-4da9-bb78-c24bc01bfda8,Campaign 4,Phone,False,True,2024-08-09T12:33:51
bc38293d-41d9-4ff2-80a6-93f8d4f9e47d,015c2ed2-b249-4da9-bb78-c24bc01bfda8,Campaign 3,SMS,True,True,2025-06-10T12:33:51
dd3be107-bb48-4da5-a5ae-623d74132adf,01642303-43b9-4565-b1ea-cff93eb2b335,Campaign 1,Email,False,False,2024-02-11T12:33:51
d8464e95-73b6-49de-a573-6b4e49656685,01642303-43b9-4565-b1ea-cff93eb2b335,Campaign 7,SMS,False,True,2024-08-10T12:33:51
40192519-aa65-4b62-9f28-3bb58df02bdf,01642303-43b9-4565-b1ea-cff93eb2b335,Campaign 3,Email,False,True,2023-10-16T12:33:51
5ca2c32f-263d-42e2-9c93-7a6b785c58e9,0178e78b-ca2b-4c1d-8478-c54d654da361,Campaign 6,Phone,True,False,2024-06-17T12:33:51
0b048949-b952-4d0a-aa80-b768561d7a64,0178e78b-ca2b-4c1d-8478-c54d654da361,Campaign 8,Social,True,True,2024-11-09T12:33:51
4285663d-560d-43ee-9693-5b9f019f47e1,017aecc1-ec5b-44dc-a629-b78f64de6e68,Campaign 4,Email,False,False,2024-04-06T12:33:51
617c8dba-2613-4931-9cf0-e2cb5957c07b,017aecc1-ec5b-44dc-a629-b78f64de6e68,Campaign 1,SMS,False,True,2024-10-08T12:33:51
64dd0564-6861-4f59-baee-9da299ec2d87,017aecc1-ec5b-44dc-a629-b78f64de6e68,Campaign 3,Phone,False,True,2024-07-23T12:33:51
02a1bcd5-b2c8-48b4-98af-84ac0bb6247a,017aecc1-ec5b-44dc-a629-b78f64de6e68,Campaign 10,Social,True,True,2025-04-04T12:33:51
70a2fbaa-02b3-48f2-9e50-68abe396bf1b,017aecc1-ec5b-44dc-a629-b78f64de6e68,Campaign 7,Phone,True,True,2023-11-29T12:33:51
0e90cf75-b64a-485e-b9e4-e7e5e5c39d6e,017dafb9-2614-4e69-a87d-4444a55e83c9,Campaign 8,SMS,True,False,2024-05-14T12:33:51
149509b1-7508-4420-9866-3c08144bcd94,017dafb9-2614-4e69-a87d-4444a55e83c9,Campaign 2,Social,True,False,2024-11-05T12:33:51
7a870a34-0f16-4705-bc35-aa90e5a96312,0199ebd2-5287-4cec-9f95-e93b7305a7a4,Campaign 7,Phone,False,False,2023-12-15T12:33:51
31e39460-42c3-4960-8e02-1fb22857130f,0199ebd2-5287-4cec-9f95-e93b7305a7a4,Campaign 9,Phone,False,True,2025-08-28T12:33:51
1df3c014-cd47-48c3-8d4d-e199fdb857b2,0199ebd2-5287-4cec-9f95-e93b7305a7a4,Campaign 1,Phone,False,False,2024-06-03T12:33:51
d6282654-5c12-4ee9-a0bc-1b9504c0edee,019b7753-5b69-42be-9b68-9d11394df183,Campaign 7,SMS,True,True,2023-11-10T12:33:51
6dd647f8-8461-4d6e-bc3a-fac508b0ba6f,019b7753-5b69-42be-9b68-9d11394df183,Campaign 3,Phone,False,False,2025-05-02T12:33:51
f34d5c99-56b2-4bda-8f3d-6309b93431b3,019b7753-5b69-42be-9b68-9d11394df183,Campaign 1,Phone,False,True,2023-12-14T12:33:51
b097769d-a780-46c5-9f1f-05491bfb3163,019b7753-5b69-42be-9b68-9d11394df183,Campaign 8,Phone,False,False,2024-12-19T12:33:51
81b69df1-c710-4a1c-b06f-3d631dfe9709,019b7753-5b69-42be-9b68-9d11394df183,Campaign 3,Phone,False,True,2025-05-23T12:33:51
1439627c-0658-4afc-afb7-23385aa00fad,01d00b8f-8335-498e-9eba-5d8294235b03,Campaign 2,Phone,False,False,2023-09-24T12:33:51
d1a3b79f-f584-4212-a9fd-d5e71368a7a2,01e97589-44e7-44d2-83ec-f215c6058414,Campaign 9,Phone,True,False,2024-07-28T12:33:51
a107431a-4746-41e5-8a25-3e260fd958e4,01e97589-44e7-44d2-83ec-f215c6058414,Campaign 5,Phone,False,False,2024-08-03T12:33:51
59da8663-8209-411a-a897-13a4336712ac,01e97589-44e7-44d2-83ec-f215c6058414,Campaign 7,Social,True,False,2025-07-28T12:33:51
e5e466d6-56d0-404f-b721-4ec303c61285,020e7cbc-2b2a-455f-8bfa-fa9e7156bc41,Campaign 3,Email,True,False,2023-10-30T12:33:51
8bac5915-f522-4640-a8c4-b92512b1b526,020e7cbc-2b2a-455f-8bfa-fa9e7156bc41,Campaign 6,Email,True,True,2024-06-18T12:33:51
9bd5fdae-8cd4-4c59-92b9-dbb99450f586,020e7cbc-2b2a-455f-8bfa-fa9e7156bc41,Campaign 8,Social,True,False,2024-11-26T12:33:51
a23898c3-5c70-4478-ab16-8e736d3f613d,020e7cbc-2b2a-455f-8bfa-fa9e7156bc41,Campaign 1,Phone,True,False,2024-05-06T12:33:51
2b24f92d-0d31-487d-9f78-b49ff46b0d8b,0213e574-1095-49cc-9c3d-388db5cce7f9,Campaign 3,Phone,True,False,2025-07-12T12:33:51
76391ba4-cc19-44d2-9583-ff670b7bf657,0213e574-1095-49cc-9c3d-388db5cce7f9,Campaign 1,Phone,False,False,2024-05-10T12:33:51
b9b36eb3-dad2-4eb2-ad0d-cc06676f97bf,0213e574-1095-49cc-9c3d-388db5cce7f9,Campaign 5,Email,True,False,2025-07-24T12:33:51
0538b2e9-d952-45e8-8e3e-ea82f4b32af4,0213e574-1095-49cc-9c3d-388db5cce7f9,Campaign 8,SMS,True,False,2025-03-02T12:33:51
eb60a7d0-cc83-4aab-944c-801a62e6c4b8,0213e574-1095-49cc-9c3d-388db5cce7f9,Campaign 3,Phone,True,False,2025-02-20T12:33:51
1a015071-0930-4962-a7a6-287911214560,022cf4b6-2aff-494c-af73-bd4bf94f8475,Campaign 5,Phone,True,True,2024-12-17T12:33:51
7abef164-4d8f-4f5e-9111-036de26b784a,022cf4b6-2aff-494c-af73-bd4bf94f8475,Campaign 3,Phone,False,True,2024-02-11T12:33:51
ed4f00a7-5ec5-4e81-9c6c-5586ca65b3ac,022cf4b6-2aff-494c-af73-bd4bf94f8475,Campaign 10,Social,False,False,2023-12-13T12:33:51
ff7240a8-43c3-44b8-8ebb-2d6e2240e09d,022cf4b6-2aff-494c-af73-bd4bf94f8475,Campaign 6,Social,False,True,2025-03-28T12:33:51
2d0760c3-4c30-4ef9-953a-77b72b06e924,022cf4b6-2aff-494c-af73-bd4bf94f8475,Campaign 10,Email,False,True,2025-05-18T12:33:51
3f283283-840b-45f6-bc87-6bcd9d4522e6,024e3509-a54b-49b7-a351-3dc54163aa52,Campaign 9,Social,False,False,2025-07-22T12:33:51
a9490635-0a0d-4ed3-a7ff-57ff1e3cb15a,02566141-6b8b-431a-be96-232fc318b69b,Campaign 10,Social,False,True,2024-07-18T12:33:51
b9966330-0fb0-41b7-90f2-9adcdfaad477,02566141-6b8b-431a-be96-232fc318b69b,Campaign 10,Social,True,False,2023-10-15T12:33:51
51755c08-7e17-4952-84e1-9ff483be1113,02566141-6b8b-431a-be96-232fc318b69b,Campaign 4,SMS,False,False,2024-07-26T12:33:51
a10dda2b-d7c2-4625-b6e4-38b6719f8a0a,02566141-6b8b-431a-be96-232fc318b69b,Campaign 3,Social,True,False,2024-09-10T12:33:51
fdbb216a-99ce-4267-8175-d38983ec26be,02566141-6b8b-431a-be96-232fc318b69b,Campaign 2,Phone,True,True,2025-07-10T12:33:51
bf77aeff-ae31-4e7d-b4f3-117cd4f512b1,0278342a-c105-42f1-a1a0-bae8531734c8,Campaign 10,Social,False,True,2025-04-02T12:33:51
fcaa566a-aa91-4868-be3f-112f5bbac3e6,02ab02f6-2bac-4a0d-bdc2-f84b166e3154,Campaign 10,Email,True,False,2023-10-18T12:33:51
880fadae-b49d-4af4-b611-6dbc85cbc648,02ab02f6-2bac-4a0d-bdc2-f84b166e3154,Campaign 6,Social,False,True,2024-06-12T12:33:51
bf982ff3-8034-442c-b02a-6cd7f94f7f11,02ab2c2c-de2d-43e0-9171-0a096c632b21,Campaign 1,Phone,True,False,2023-12-19T12:33:51
889f546d-4d17-4af3-ad1f-72632c0f23c6,02ab2c2c-de2d-43e0-9171-0a096c632b21,Campaign 5,Social,False,False,2024-09-14T12:33:51
a7fe8ea6-fb7b-48eb-af9c-69cd5d45f06f,02ab2c2c-de2d-43e0-9171-0a096c632b21,Campaign 3,Social,False,False,2023-11-13T12:33:51
a65b81c9-f4d0-4da3-9bd1-ddc5e1e45491,02ab2c2c-de2d-43e0-9171-0a096c632b21,Campaign 2,Phone,False,False,2023-11-10T12:33:51
31fd63b2-3c09-477c-8f49-d34671a2eebd,02ab2c2c-de2d-43e0-9171-0a096c632b21,Campaign 1,Phone,True,True,2024-01-04T12:33:51
ab84b24d-aa46-4d0b-82da-ca1fbcf2a338,032be5bb-852d-4ace-a3b4-ec7e72c75126,Campaign 7,Email,True,False,2025-05-05T12:33:51
c0a4dd1d-217a-47e4-9829-34d55cd195ec,032be5bb-852d-4ace-a3b4-ec7e72c75126,Campaign 7,Social,True,False,2023-11-28T12:33:51
fbc2a110-6169-4b83-8ee3-e491ffcf31d9,0345bcfa-cc1d-4786-8c26-d52992b03849,Campaign 10,SMS,True,False,2025-05-26T12:33:51
a0855a00-7d9d-44f7-86ff-2adf41f6d7f6,0345bcfa-cc1d-4786-8c26-d52992b03849,Campaign 6,Phone,True,False,2025-01-05T12:33:51
9160692b-8849-4a31-a5e4-4fa91337b220,037be562-0921-4828-a51c-e788ce5e37ff,Campaign 1,Phone,True,True,2023-09-26T12:33:51
0f381e37-d95d-4acf-9456-b44787689436,037be562-0921-4828-a51c-e788ce5e37ff,Campaign 5,Email,True,True,2025-06-15T12:33:51
e6676d35-79d6-4040-8fbb-1c36c17be648,037be562-0921-4828-a51c-e788ce5e37ff,Campaign 10,Phone,True,True,2025-06-05T12:33:51
b5019270-f16e-4c3f-8848-c26c6ab3e995,037be562-0921-4828-a51c-e788ce5e37ff,Campaign 9,SMS,False,False,2025-06-22T12:33:51
b61c2cb2-3368-4d0f-94ce-2634750d4831,037be562-0921-4828-a51c-e788ce5e37ff,Campaign 1,Email,False,False,2024-06-03T12:33:51
499f22f5-ebc7-4683-9bfe-5180019e5afe,04346619-f18e-42eb-9374-d60fc94bf18d,Campaign 10,Email,False,True,2024-02-26T12:33:51
8bee2917-9a9a-4bb7-8fb7-e19010e1b991,04346619-f18e-42eb-9374-d60fc94bf18d,Campaign 4,SMS,False,False,2024-09-07T12:33:51
24ccde96-6efe-464e-b293-16900d79e847,04346619-f18e-42eb-9374-d60fc94bf18d,Campaign 7,Email,False,False,2025-05-22T12:33:51
a3c46259-a9b4-4fd8-b700-08a67a8e7b0e,04346619-f18e-42eb-9374-d60fc94bf18d,Campaign 2,Phone,True,False,2023-11-10T12:33:51
4a31e8ed-022c-4ab4-b201-1be6dd0770ae,044b5b1b-62da-4416-aafe-25ea04e084d8,Campaign 1,Phone,True,True,2024-04-01T12:33:51
f01e8c0c-6d1b-4103-9433-25460f02c62e,044b5b1b-62da-4416-aafe-25ea04e084d8,Campaign 8,Phone,True,False,2024-04-20T12:33:51
71045ff9-b415-4b52-adf0-3a461301e6f5,045eb9b0-29b3-4ba5-988a-6b04237c9875,Campaign 4,Phone,False,False,2023-10-25T12:33:51
48240baa-cbdb-4667-9b60-aa4bcc2e31f9,045eb9b0-29b3-4ba5-988a-6b04237c9875,Campaign 1,SMS,True,True,2024-06-29T12:33:51
407baf1d-be18-4072-97c6-f3ee042504e8,045eb9b0-29b3-4ba5-988a-6b04237c9875,Campaign 5,Phone,True,True,2024-07-09T12:33:51
e889a557-f80c-4c2f-8828-06ee8135791c,045eb9b0-29b3-4ba5-988a-6b04237c9875,Campaign 8,Email,True,False,2024-11-18T12:33:51
7247603c-b9d9-4e66-937d-b9d4453b732d,04765b66-2a12-4483-961c-b68158b78604,Campaign 2,SMS,True,False,2025-07-26T12:33:51
3beac26d-b501-457e-ab89-d09076e03332,04765b66-2a12-4483-961c-b68158b78604,Campaign 7,SMS,False,False,2024-01-03T12:33:51
587c6c6e-cff9-4166-980c-a1987a44a557,04765b66-2a12-4483-961c-b68158b78604,Campaign 10,Email,False,False,2024-07-08T12:33:51
8d84bd95-17ed-4ed6-adfc-fe390a9ee859,04765b66-2a12-4483-961c-b68158b78604,Campaign 3,SMS,True,False,2024-04-16T12:33:51
b360ebbb-909e-45a5-aa76-4d76f8ce6d3a,04765b66-2a12-4483-961c-b68158b78604,Campaign 2,SMS,True,True,2024-08-19T12:33:51
179d9c76-f66a-433c-b264-052aab951245,048326c0-b939-471c-9a6f-f80369497a2b,Campaign 9,SMS,True,True,2023-10-24T12:33:51
09314f2d-6f2b-46be-9658-6edcdebe7b1a,048326c0-b939-471c-9a6f-f80369497a2b,Campaign 10,SMS,True,False,2025-02-19T12:33:51
d0c7f749-fd15-4ced-8ba2-291b7d63750d,048326c0-b939-471c-9a6f-f80369497a2b,Campaign 3,SMS,True,False,2024-02-29T12:33:51
43ba16d3-280c-45b1-93e2-02653d911c06,048326c0-b939-471c-9a6f-f80369497a2b,Campaign 2,SMS,True,False,2023-11-05T12:33:51
406a4ff4-079d-411b-85b4-55d902419eb4,0493bf09-1fff-465f-b3bc-e9733a8c0fad,Campaign 1,Social,True,True,2025-01-25T12:33:51
8332055e-b53c-4661-9361-e81220ff7d7c,0493bf09-1fff-465f-b3bc-e9733a8c0fad,Campaign 3,SMS,False,True,2025-06-29T12:33:51
d3eafb68-65d6-411d-befe-166e57d66b36,0493bf09-1fff-465f-b3bc-e9733a8c0fad,Campaign 4,Phone,True,False,2024-07-29T12:33:51
366a4dce-a2f7-40a5-88af-b69c4ede72b9,0493bf09-1fff-465f-b3bc-e9733a8c0fad,Campaign 3,SMS,False,False,2024-06-11T12:33:51
50d5a7e8-5dde-4f7e-a2d3-08686fd10b77,0493bf09-1fff-465f-b3bc-e9733a8c0fad,Campaign 9,Social,False,True,2024-06-01T12:33:51
236178cf-1a91-4c3a-9adf-269a9e89c9a1,0496be7b-16fc-4c98-b744-4158eab6da46,Campaign 4,Social,False,True,2025-04-08T12:33:51
962423e2-99d5-4142-9c53-51968b329b9a,0496be7b-16fc-4c98-b744-4158eab6da46,Campaign 5,SMS,True,False,2025-08-05T12:33:51
5ea6c163-4804-402c-890c-11899a256b36,0496be7b-16fc-4c98-b744-4158eab6da46,Campaign 4,Social,True,False,2024-02-12T12:33:51
d30cd504-7df6-4c59-858e-e5f595140282,0496be7b-16fc-4c98-b744-4158eab6da46,Campaign 7,Phone,True,True,2025-05-13T12:33:51
ac922e24-34be-4a96-baf0-27b6a54e2112,04a78df8-917b-43af-af73-e76f78a0fb2e,Campaign 10,Email,True,False,2025-01-19T12:33:51
6587c61d-32d9-4421-a480-8f794576e26e,04a78df8-917b-43af-af73-e76f78a0fb2e,Campaign 10,SMS,True,True,2025-01-07T12:33:51
c21e277f-1bd1-49a5-850f-4b29e81289b3,04a78df8-917b-43af-af73-e76f78a0fb2e,Campaign 2,Social,False,True,2025-06-17T12:33:51
aee7b026-9522-4b74-9b46-ef5e2ddde209,04a78df8-917b-43af-af73-e76f78a0fb2e,Campaign 10,Phone,True,True,2025-01-12T12:33:51
30e868cb-d315-4c1f-abb5-5d58a0ea26ae,04a78df8-917b-43af-af73-e76f78a0fb2e,Campaign 7,Email,True,False,2025-03-13T12:33:51
f0168966-5b66-4156-8507-fca666e6b17c,05177781-6211-404b-ba5a-be47c96484eb,Campaign 2,Social,False,False,2024-03-31T12:33:51
99f4931c-3ad4-4c4b-a36e-028b02a79e23,0526a2c4-523c-4576-82d6-8390bb4195b0,Campaign 5,Email,True,False,2024-04-21T12:33:51
ec1a9329-f89e-4095-aadc-f637053c48ab,0526a2c4-523c-4576-82d6-8390bb4195b0,Campaign 1,Email,False,True,2024-04-06T12:33:51
893fac10-1a47-4890-bee1-7354e3a7576d,0526a2c4-523c-4576-82d6-8390bb4195b0,Campaign 7,SMS,True,False,2025-06-21T12:33:51
3cf066e4-f3e6-43a9-9e9e-f95e7df3f43d,0526a2c4-523c-4576-82d6-8390bb4195b0,Campaign 3,SMS,False,False,2025-03-16T12:33:51
2da306d7-9a49-434c-9867-f64931f843b3,0526a2c4-523c-4576-82d6-8390bb4195b0,Campaign 10,Email,True,True,2025-04-26T12:33:51
fae08127-aeec-461c-8b57-cf395794e908,052a6deb-e5e3-4548-a7e6-3d9b82add0c7,Campaign 2,Phone,False,False,2023-11-09T12:33:51
23ad761b-f65b-4991-aa5f-b00e5d3691c8,052a6deb-e5e3-4548-a7e6-3d9b82add0c7,Campaign 8,SMS,True,True,2025-08-29T12:33:51
6996f29e-5011-4238-8708-e8cf9ca7f758,052a6deb-e5e3-4548-a7e6-3d9b82add0c7,Campaign 3,SMS,False,False,2024-04-12T12:33:51
a9a07b32-5753-49f7-b1be-f85a90545e9e,05620726-05e5-446e-b6f7-2ab3ba04c8af,Campaign 1,SMS,False,True,2025-05-05T12:33:51
d3d21e77-a951-45c6-bb9b-01903a7fc5f4,05620726-05e5-446e-b6f7-2ab3ba04c8af,Campaign 6,Email,False,True,2023-10-28T12:33:51
66e6ddf8-c7cc-4156-9cf4-76979a45bf97,05620726-05e5-446e-b6f7-2ab3ba04c8af,Campaign 5,Phone,False,True,2025-02-08T12:33:51
2cfa51f0-5905-4d1e-92e5-377138d87c7f,05620726-05e5-446e-b6f7-2ab3ba04c8af,Campaign 5,Phone,True,True,2024-03-16T12:33:51
0343b481-c165-42c3-8a33-fa3ba7e5443c,05772823-69a7-45c9-bd3a-beca07d3a481,Campaign 2,Social,True,True,2024-03-22T12:33:51
24dd5ba1-9c2d-44ea-9183-afb6546de135,05c72f13-f2ff-4d01-b68b-eb1dd3ac7468,Campaign 5,Email,False,True,2023-11-13T12:33:51
3775db5a-a351-49e5-9695-c08ccbf17c5e,05d13956-e1a5-4ff8-9204-2af2f626d2e7,Campaign 10,Phone,False,False,2024-09-06T12:33:51
4c6d4741-e137-4341-989d-e1819cd1a4d0,05f4a56f-911e-452e-a64d-bfffa0051e2c,Campaign 8,Phone,True,False,2025-04-30T12:33:51
9c3f8f59-dd6a-4f3e-b5b1-698c2b4bff13,05f4a56f-911e-452e-a64d-bfffa0051e2c,Campaign 4,Email,False,False,2024-10-18T12:33:51
f3f3ba1e-2c21-41c6-bb59-c113ba92ce71,05f4a56f-911e-452e-a64d-bfffa0051e2c,Campaign 2,Phone,False,True,2025-07-20T12:33:51
00ba1ff4-45bb-4c5b-adea-52b229359da6,05f4a56f-911e-452e-a64d-bfffa0051e2c,Campaign 4,Phone,True,False,2025-04-07T12:33:51
defa83bb-768f-45f7-8fad-b593c6b71595,06071549-207d-45e2-8da3-8465615dcc08,Campaign 1,SMS,False,True,2024-02-19T12:33:51
ab9b8c39-54be-4337-a1ee-e805633097d2,0609ae86-5c1f-41fd-acb5-2ddcd9efd0e1,Campaign 6,Email,True,False,2023-09-21T12:33:51
96f7ee61-1bb9-4b50-98bb-1a6709443983,0609ae86-5c1f-41fd-acb5-2ddcd9efd0e1,Campaign 9,Email,False,False,2024-12-31T12:33:51
92376fa1-69ee-4472-874d-5c7a22d7b245,0609ae86-5c1f-41fd-acb5-2ddcd9efd0e1,Campaign 5,Social,False,True,2024-08-21T12:33:51
bb5b9ad3-ce05-45b6-9997-9bab83431f85,060bd9f8-b730-4977-806d-03e1dfe5cd42,Campaign 2,Phone,True,True,2024-11-21T12:33:51
56484ee8-d9fd-4b8a-8b7b-ba6d3608ddaa,0611d350-4243-461b-ae77-857e2cf5e39e,Campaign 6,Social,True,True,2024-05-26T12:33:51
8dea56ea-d3af-43f0-86af-f7b79d053d9b,0641295b-ce22-4d25-bd22-235a9c19808a,Campaign 2,SMS,True,True,2024-08-10T12:33:51
a5076bf5-8ba8-4634-858d-50633ea8279c,065c5194-b678-44dd-9df6-29101fa5d57b,Campaign 7,Email,False,True,2023-09-21T12:33:51
f24b5f7c-0674-4b50-8a6e-2c4e1cb46d5f,065c5194-b678-44dd-9df6-29101fa5d57b,Campaign 5,Email,True,True,2025-08-07T12:33:51
9bc8503a-c1f8-49fd-8243-c378460f4c00,065c5194-b678-44dd-9df6-29101fa5d57b,Campaign 5,SMS,True,False,2024-05-29T12:33:51
e54324f9-48e3-4911-8432-ce4a9e89adee,065c5194-b678-44dd-9df6-29101fa5d57b,Campaign 3,SMS,True,False,2024-05-30T12:33:51
1e163fb9-5302-4c9b-ad3b-f0c70725d3f6,065c5194-b678-44dd-9df6-29101fa5d57b,Campaign 1,Social,True,True,2024-06-10T12:33:51
df9e43d6-fa73-4a3a-983a-ff84afbbe94c,067c7536-bbb2-4aa7-9b5f-7d50dc620a50,Campaign 1,Phone,False,False,2024-09-16T12:33:51
3a314d6c-0e2f-4b3e-9474-0ca73d39c625,068815af-4e70-447a-b267-8fb55972f649,Campaign 10,Email,False,False,2024-10-28T12:33:51
512ae276-2eb1-4317-9a24-599f4e65520b,068815af-4e70-447a-b267-8fb55972f649,Campaign 1,Email,False,True,2024-07-25T12:33:51
d8cf8be2-d9ee-4b1f-81ca-ec5a7f7afa22,069081fa-e46f-47b7-aa16-619ad3671862,Campaign 5,Email,False,True,2024-06-21T12:33:51
7e66f825-3957-4880-948b-87d4021d8727,069081fa-e46f-47b7-aa16-619ad3671862,Campaign 7,Email,False,False,2024-10-28T12:33:51
7de806e0-1c91-46fa-af44-9182665ac249,069081fa-e46f-47b7-aa16-619ad3671862,Campaign 2,Email,False,True,2024-06-21T12:33:51
