link_id,influencer_id,donor_id,relationship_type,linked_at
5d8f54c6-db16-4395-b7a9-201d9f046c74,724b0662-be32-4adf-b63e-6d0a69fa3e3b,0b6d4819-16a3-4136-83ff-aaf69b07ee68,Mentor/Mentee,2025-08-30T02:52:35.495543
156e7748-771d-459b-9158-763042ad1490,724b0662-be32-4adf-b63e-6d0a69fa3e3b,17fba6ec-64f9-45e9-a1a2-c1d09b9cf99d,Friend/Colleague,2025-08-30T02:52:35.495543
1f59834f-1855-4d4e-bb1f-0d421206e229,724b0662-be32-4adf-b63e-6d0a69fa3e3b,b3201ffc-d21a-47a4-bec2-8c0ee8e4380c,Event Attendee Link,2025-08-30T02:52:35.495543
de3d2cc0-e8c9-4703-b4ce-51d9f947ced6,724b0662-be32-4adf-b63e-6d0a69fa3e3b,3c1107e2-8968-4862-a6c5-1426fb0691f7,Family - first level,2025-08-30T02:52:35.495543
5eb8d1c0-93e7-4075-9396-3a0c0c0bf1db,724b0662-be32-4adf-b63e-6d0a69fa3e3b,72d55689-400b-4576-9815-44f78a139166,Event Attendee Link,2025-08-30T02:52:35.495543
6740a644-c93a-4c27-8bd0-2fa35a4b2508,a6003879-edaa-4a4e-a79a-d8e478a6aec0,e7dd93c2-d6df-4bb8-8e58-f6586f426d9c,Mentor/Mentee,2025-08-30T02:52:35.495543
bfbde995-efd2-4073-a0ac-5b17fc2fb739,a6003879-edaa-4a4e-a79a-d8e478a6aec0,60ad3b01-6542-4e4e-b715-36d7cc9539ae,Friend/Colleague,2025-08-30T02:52:35.495543
95541524-c751-4c65-9a49-e2e1ceb112cc,a6003879-edaa-4a4e-a79a-d8e478a6aec0,60a9a331-4869-41b3-860a-e5a9a0518f55,Mentor/Mentee,2025-08-30T02:52:35.495543
82cf9054-0165-48c3-aa9e-101a9cd89f67,a6003879-edaa-4a4e-a79a-d8e478a6aec0,9121bd2b-1d91-47df-9e61-d42d3589f7e3,Social Media Follower,2025-08-30T02:52:35.495543
b970efc8-4d4c-444b-b816-1c0d55a53a52,a6003879-edaa-4a4e-a79a-d8e478a6aec0,082ff939-d3a4-4410-b531-56ee76bdf63c,Event Attendee Link,2025-08-30T02:52:35.495543
b15bde25-01ec-4293-8da0-7b9747c66af4,a6003879-edaa-4a4e-a79a-d8e478a6aec0,a1ec5cf6-d265-41b3-a4d6-13a49c0a8f51,Mentor/Mentee,2025-08-30T02:52:35.495543
04e4a8d9-3d1d-4213-992e-bfeb347e8a9c,a6003879-edaa-4a4e-a79a-d8e478a6aec0,95688b04-5fd5-4d61-a2bd-01918914565d,Family - first level,2025-08-30T02:52:35.495543
421ba38a-ab66-4571-bbca-0288d5db4ccb,a6003879-edaa-4a4e-a79a-d8e478a6aec0,e917b350-36ea-4995-aab6-a3f6f33b1a5a,Friend/Colleague,2025-08-30T02:52:35.495543
1a4d0332-bdcb-4286-ae9b-69c6ae99ba21,a467aa3c-59c5-461d-aee5-2ca6e11a8e3d,65dfd72c-113b-42d6-90f1-7f0b1099949f,Event Attendee Link,2025-08-30T02:52:35.497554
49f2d261-6d23-461d-970a-35d7277e2d04,a467aa3c-59c5-461d-aee5-2ca6e11a8e3d,971f6cdc-22fa-4964-8bc9-4648dc7824f4,Event Attendee Link,2025-08-30T02:52:35.497554
8adeba60-559d-470f-a46c-cda243f1ba99,a467aa3c-59c5-461d-aee5-2ca6e11a8e3d,15ff619f-592e-4d64-b017-3ac3a7366f4d,Event Attendee Link,2025-08-30T02:52:35.497554
b14b9257-8c3a-46f0-a7fe-376c60e0b4ad,a467aa3c-59c5-461d-aee5-2ca6e11a8e3d,0c5539c4-61cd-4fb9-bd5e-e210e9e41af6,Mentor/Mentee,2025-08-30T02:52:35.497554
1b7293e9-4bdc-491f-a943-064024a4056b,a467aa3c-59c5-461d-aee5-2ca6e11a8e3d,168d4986-f441-48f6-ab17-8d02e91a06ae,Social Media Follower,2025-08-30T02:52:35.497554
038762e9-e1a3-40d1-94fb-30d1e024a31c,a467aa3c-59c5-461d-aee5-2ca6e11a8e3d,90c9c816-8ab2-4dce-82bd-ba5f6f06bede,Family - first level,2025-08-30T02:52:35.497554
71f40c6b-d27c-4b0e-90ad-893408bdf4c3,a467aa3c-59c5-461d-aee5-2ca6e11a8e3d,3a9f0539-da30-4630-8247-b158b442c57f,Social Media Follower,2025-08-30T02:52:35.497554
62b4e7a9-b94c-4e8f-8947-d23abcead9a5,a467aa3c-59c5-461d-aee5-2ca6e11a8e3d,e9646556-1728-4b6b-aeb9-4174c9fea8c2,Mentor/Mentee,2025-08-30T02:52:35.497554
250d011f-e266-4372-9f6e-cca0667db6a6,a467aa3c-59c5-461d-aee5-2ca6e11a8e3d,8c3e0e24-4116-4ce4-8ddc-6152baa5db40,Event Attendee Link,2025-08-30T02:52:35.497554
5b9fb0da-f2e0-42b4-9faa-bb9af38861dd,a467aa3c-59c5-461d-aee5-2ca6e11a8e3d,1c54f805-5784-4ff7-84d8-51797d64d76a,Social Media Follower,2025-08-30T02:52:35.497554
6a0e138b-21b1-4d49-a74c-16160855843f,a467aa3c-59c5-461d-aee5-2ca6e11a8e3d,12b56280-ef2d-4753-807c-a9f958c77a2a,Family - first level,2025-08-30T02:52:35.497554
0e3ab579-7315-4ca3-b964-e99ada50f5d0,7667da40-5c39-41f1-9697-07b379e1a049,da9523ff-526f-4e90-8a64-6e5460ed446f,Friend/Colleague,2025-08-30T02:52:35.497554
eff6798c-8ad2-4799-8390-287ccb4ddaa7,7667da40-5c39-41f1-9697-07b379e1a049,8de4d78c-0be0-4f3d-992b-cb843c0791a3,Social Media Follower,2025-08-30T02:52:35.497554
44b07c20-8319-4847-8615-8963b4f13751,7667da40-5c39-41f1-9697-07b379e1a049,19b745bf-28a5-48a4-bc1c-91ec64bd8427,Mentor/Mentee,2025-08-30T02:52:35.497554
3e586858-d6ac-4e90-965c-67b5c317e284,7667da40-5c39-41f1-9697-07b379e1a049,0611d350-4243-461b-ae77-857e2cf5e39e,Friend/Colleague,2025-08-30T02:52:35.499561
f90fe7b8-2a9e-4894-9ddf-7247df0f32ff,7667da40-5c39-41f1-9697-07b379e1a049,c4495c78-e487-465d-aa86-f3e6036910e3,Mentor/Mentee,2025-08-30T02:52:35.499561
e9095810-f132-4622-b640-c5ae1681861f,7667da40-5c39-41f1-9697-07b379e1a049,4406f8c8-b5a1-475d-a01d-eff07eefcede,Event Attendee Link,2025-08-30T02:52:35.499561
2ad6c819-b0ab-4123-8354-280c0a40ae0a,7667da40-5c39-41f1-9697-07b379e1a049,5267a01b-6aba-4397-8563-240b76eea5ff,Social Media Follower,2025-08-30T02:52:35.499561
d260c187-2102-4b17-8907-9cb48352f5d7,de37fe36-8637-4173-825e-fc983a0d1dc2,5842e994-9a95-4b66-94e1-02fac0214bfa,Event Attendee Link,2025-08-30T02:52:35.499561
bdccab7f-50f5-4f14-a442-395f47db6994,de37fe36-8637-4173-825e-fc983a0d1dc2,07ba2820-2d0b-411c-9bc8-b02a8f3cbbf5,Event Attendee Link,2025-08-30T02:52:35.499561
6c56d699-0314-4343-9993-377b2695b052,de37fe36-8637-4173-825e-fc983a0d1dc2,a92ecca8-4b68-486a-8c7a-00003753544f,Friend/Colleague,2025-08-30T02:52:35.499561
34eaf59f-1e3b-47d3-83ae-63445784b9e3,de37fe36-8637-4173-825e-fc983a0d1dc2,29f0b517-7c10-4698-87ad-1881dc20ea1a,Friend/Colleague,2025-08-30T02:52:35.499561
bce108ef-c675-4e5c-9ef8-acaf21c1d514,de37fe36-8637-4173-825e-fc983a0d1dc2,ce913d74-b744-413c-8832-facbab62256c,Social Media Follower,2025-08-30T02:52:35.499561
7f4677ac-8f33-4777-b5d3-2c6137ed31ed,de37fe36-8637-4173-825e-fc983a0d1dc2,72d55689-400b-4576-9815-44f78a139166,Friend/Colleague,2025-08-30T02:52:35.499561
93249a9d-b3b8-46cc-b676-a0537251eb28,de37fe36-8637-4173-825e-fc983a0d1dc2,4b875652-f918-4bbd-bec4-ffe31a64c5f5,Social Media Follower,2025-08-30T02:52:35.499561
288542e7-46e9-45ff-a35d-2ac202af32ca,de37fe36-8637-4173-825e-fc983a0d1dc2,519e1b05-166c-488f-a7e7-577222cce099,Friend/Colleague,2025-08-30T02:52:35.499561
0599bbcd-0c2a-4fe2-81d3-4dc1976ba2ce,de37fe36-8637-4173-825e-fc983a0d1dc2,244b376a-ed74-4dcc-85c1-f0a1a26a19ef,Social Media Follower,2025-08-30T02:52:35.499561
6e9ce3cc-e51a-4282-a574-5bf8f6e1053c,de37fe36-8637-4173-825e-fc983a0d1dc2,3de548e3-801c-41d6-b0b8-28e8389795f1,Friend/Colleague,2025-08-30T02:52:35.499561
9a2ac81a-668a-4c45-9bf1-42adc853aec7,de37fe36-8637-4173-825e-fc983a0d1dc2,0c1def4f-0e4a-4e55-9f28-1d92864f3588,Family - first level,2025-08-30T02:52:35.499561
35822d8b-27c3-4b6f-b7b9-ccb73db34d0f,de37fe36-8637-4173-825e-fc983a0d1dc2,cf57dc6c-144c-4186-9239-234b73974baa,Social Media Follower,2025-08-30T02:52:35.501309
3caeb601-7028-4049-82b6-def7872d71b1,de37fe36-8637-4173-825e-fc983a0d1dc2,81853109-44b3-46e7-915b-933e9b7f39ea,Family - first level,2025-08-30T02:52:35.501309
2c3f788b-10e8-4806-af11-14de21dbe05f,de37fe36-8637-4173-825e-fc983a0d1dc2,c07b6f10-0a74-4c9e-bb28-a0a69f8bd1d1,Family - first level,2025-08-30T02:52:35.501309
334b67da-9679-42f7-85a7-7616bb0cabe8,07c08a95-b20e-4c0c-a920-c478180d67f3,decece81-bba0-4910-a795-e6cad31e6d8d,Event Attendee Link,2025-08-30T02:52:35.502435
9798ec83-d4a6-42a7-8c6b-0c7b119cf5a9,07c08a95-b20e-4c0c-a920-c478180d67f3,756e8866-cb0a-44a8-81bc-f9ed445d29f2,Friend/Colleague,2025-08-30T02:52:35.502435
c5042543-bb30-4da8-8877-8e599ab989e9,07c08a95-b20e-4c0c-a920-c478180d67f3,3be3383b-990e-4677-bfa5-dab91f017c7a,Friend/Colleague,2025-08-30T02:52:35.502435
a0b29e19-3ab6-4db6-b08f-496cae33ee1b,07c08a95-b20e-4c0c-a920-c478180d67f3,6a0680e3-a6e3-4b17-a2ef-201959e1d4ef,Social Media Follower,2025-08-30T02:52:35.502435
d91a95d5-db66-4e77-8c62-c65031d25ab6,07c08a95-b20e-4c0c-a920-c478180d67f3,4925adfe-cb8c-402c-a7c6-f57bea9ef339,Social Media Follower,2025-08-30T02:52:35.502435
72efc60e-90a1-4f03-a3fb-74f3d2de3f4c,07c08a95-b20e-4c0c-a920-c478180d67f3,23c49ed9-6c02-4526-bb5e-54d846a04d6c,Family - first level,2025-08-30T02:52:35.503463
53d7a88e-d792-4497-a02d-baa86825197f,07c08a95-b20e-4c0c-a920-c478180d67f3,33e3f4ab-0c63-403a-baaf-0c8560e7ce11,Event Attendee Link,2025-08-30T02:52:35.503463
5989a603-f769-4074-ba65-ad72950f543a,07c08a95-b20e-4c0c-a920-c478180d67f3,40f3d0c3-5b73-4bcd-b970-51ce1faf3ce6,Friend/Colleague,2025-08-30T02:52:35.503463
f5914f51-a3cf-497d-a328-24b74628efc4,07c08a95-b20e-4c0c-a920-c478180d67f3,a1324167-56ea-41a4-9a19-053bdb057d12,Friend/Colleague,2025-08-30T02:52:35.503463
eb8e0fc0-aaa1-44db-8de8-20f5203239e0,07c08a95-b20e-4c0c-a920-c478180d67f3,7327de32-1fb3-477b-867b-85df579bdb79,Family - first level,2025-08-30T02:52:35.503463
2b66ae21-7807-498e-a630-849e494d51af,07c08a95-b20e-4c0c-a920-c478180d67f3,b5cfafa5-38c0-4f07-b3dc-aaf4ed3898ba,Event Attendee Link,2025-08-30T02:52:35.504667
147cbff8-64ec-49cb-9130-adaf264bcfd7,aaaa5064-6b5a-48c5-92d6-420bb08ed13b,b628f240-343f-4e34-9325-ec2a8f356a05,Family - first level,2025-08-30T02:52:35.505691
fd274673-b720-4f1f-a496-c916fedee888,aaaa5064-6b5a-48c5-92d6-420bb08ed13b,1cefe0d9-ca0e-4a94-8a43-d6c097b1ee8b,Event Attendee Link,2025-08-30T02:52:35.505691
d26de031-89a8-4603-8f7f-86db7bec353e,aaaa5064-6b5a-48c5-92d6-420bb08ed13b,b8180c74-b691-4da9-9b25-48b3bc0ca0c3,Mentor/Mentee,2025-08-30T02:52:35.505691
fda2edff-3aff-4537-8747-bdfb39384f66,aaaa5064-6b5a-48c5-92d6-420bb08ed13b,2df1fde1-8e0b-40d7-911a-5f2703edbd07,Event Attendee Link,2025-08-30T02:52:35.505691
38144473-ec28-4e99-85f0-53b3b95fe695,aaaa5064-6b5a-48c5-92d6-420bb08ed13b,c8cff5a9-b882-4a19-8f8b-aadf5286496b,Family - first level,2025-08-30T02:52:35.505691
80b7d49a-4236-4610-83c9-2671da8d47c1,067c7536-bbb2-4aa7-9b5f-7d50dc620a50,b3201ffc-d21a-47a4-bec2-8c0ee8e4380c,Family - first level,2025-08-30T02:52:35.505691
4c738e78-5d72-4d5a-b02b-cac56082f9b0,067c7536-bbb2-4aa7-9b5f-7d50dc620a50,31e370c8-575a-4472-8ae9-acdd5448da16,Event Attendee Link,2025-08-30T02:52:35.507577
0b7a4d19-c9b0-476b-b18d-4dcc5390e7a0,067c7536-bbb2-4aa7-9b5f-7d50dc620a50,a122f941-ba43-40a5-a1fe-28bb00938fc5,Social Media Follower,2025-08-30T02:52:35.507577
51afb87e-b029-411c-83ac-1c4c0b14d14c,067c7536-bbb2-4aa7-9b5f-7d50dc620a50,8bb50e64-319d-4ba4-a083-1ab8ab321e1a,Family - first level,2025-08-30T02:52:35.507879
a9b26da0-8614-4411-8938-13ecd0a4769e,067c7536-bbb2-4aa7-9b5f-7d50dc620a50,f4b983ed-f7ef-4a0a-8806-85c22427952f,Family - first level,2025-08-30T02:52:35.507879
9da91df9-17b4-410d-864b-8dc46e51d3f6,067c7536-bbb2-4aa7-9b5f-7d50dc620a50,211c5f89-4b95-4b07-8f1b-1abfffbe992d,Mentor/Mentee,2025-08-30T02:52:35.507879
31310a61-ca9e-4e0c-bc92-be479ce5b39a,067c7536-bbb2-4aa7-9b5f-7d50dc620a50,731bd10c-0ea8-4d1b-8e1b-dc7d3a6aa4db,Social Media Follower,2025-08-30T02:52:35.507879
e551532d-ce9f-450b-9c18-2a0a5a56c168,067c7536-bbb2-4aa7-9b5f-7d50dc620a50,298b7709-cb1f-4587-bbf5-c3ff5b49d77e,Family - first level,2025-08-30T02:52:35.507879
a77be0fd-da03-48c5-853b-5942fe02d7ba,067c7536-bbb2-4aa7-9b5f-7d50dc620a50,37f5df2c-d9d7-45e5-9161-baa79b30784f,Friend/Colleague,2025-08-30T02:52:35.507879
5cc52160-69b3-4b7f-a224-802d5f29bf86,067c7536-bbb2-4aa7-9b5f-7d50dc620a50,e0b6c0d9-6993-43d2-b291-9d0a1bcc61e6,Family - first level,2025-08-30T02:52:35.507879
30517d96-5454-445d-b1cb-41f67560cfe6,067c7536-bbb2-4aa7-9b5f-7d50dc620a50,d366719b-120d-4a9b-8bd9-9f95a8bace87,Friend/Colleague,2025-08-30T02:52:35.507879
fbf62043-9a63-4cdc-92bf-86f0cbb5f9d6,067c7536-bbb2-4aa7-9b5f-7d50dc620a50,becaf540-6bd5-4392-8976-57e1ccc2a0d3,Event Attendee Link,2025-08-30T02:52:35.507879
24772fe6-be52-4516-98cf-c063209924bb,a6f4a572-2ef3-4c2e-aefc-30640121cb89,95688b04-5fd5-4d61-a2bd-01918914565d,Mentor/Mentee,2025-08-30T02:52:35.507879
0aa1574d-6087-43b7-9c16-22985a214da2,a6f4a572-2ef3-4c2e-aefc-30640121cb89,7ec1068d-cae3-42ef-9fb2-f48291f7eab0,Event Attendee Link,2025-08-30T02:52:35.507879
47e0bbdb-4ab1-4b26-a4b8-7145ce4d3b5e,a6f4a572-2ef3-4c2e-aefc-30640121cb89,037be562-0921-4828-a51c-e788ce5e37ff,Social Media Follower,2025-08-30T02:52:35.507879
7f39fbc6-718a-4ef6-b639-2b351992da31,a6f4a572-2ef3-4c2e-aefc-30640121cb89,4bfe2974-69e8-4c1a-a4f4-6c66839a1428,Event Attendee Link,2025-08-30T02:52:35.507879
7142753e-cbb7-4675-b3f7-7882727b3700,a6f4a572-2ef3-4c2e-aefc-30640121cb89,5e244042-2a1b-465a-9fda-40a65de7dc68,Social Media Follower,2025-08-30T02:52:35.507879
cd6a13ab-a10a-412e-af11-1ca3def4ddb4,a6f4a572-2ef3-4c2e-aefc-30640121cb89,871dba56-c9f0-49e0-a996-e23908c168ce,Event Attendee Link,2025-08-30T02:52:35.507879
41529e44-4329-4cef-b174-e3c585845dec,a6f4a572-2ef3-4c2e-aefc-30640121cb89,ba6b6ac4-c270-4f11-8f1e-68656367701d,Friend/Colleague,2025-08-30T02:52:35.507879
473d571a-4907-483d-bbb4-cce647af0443,a6f4a572-2ef3-4c2e-aefc-30640121cb89,e19b0f5b-b2a5-4fff-8062-41c8f44f4afa,Event Attendee Link,2025-08-30T02:52:35.507879
b74b47ab-bb1f-41f3-a930-dcb43a4b3d6b,a6f4a572-2ef3-4c2e-aefc-30640121cb89,345a89ca-23f3-45f4-9237-4d435135c6e2,Mentor/Mentee,2025-08-30T02:52:35.507879
6d863590-8408-47e8-adf2-5e3a6f974455,a6f4a572-2ef3-4c2e-aefc-30640121cb89,8b8d9716-7635-48b3-ad79-25f8dfee94eb,Mentor/Mentee,2025-08-30T02:52:35.507879
bc0a552a-4b72-4f9b-8663-9343653a4a98,a6f4a572-2ef3-4c2e-aefc-30640121cb89,1c54f805-5784-4ff7-84d8-51797d64d76a,Event Attendee Link,2025-08-30T02:52:35.507879
c7d39368-512b-4117-b7dc-bae83eb638bb,a6f4a572-2ef3-4c2e-aefc-30640121cb89,735c8f0a-f4c8-47b0-9554-5c4ea7ffe79f,Event Attendee Link,2025-08-30T02:52:35.507879
07db37fe-468b-4fdd-8aa1-80a8a8bb205f,a6f4a572-2ef3-4c2e-aefc-30640121cb89,004f1a5a-796e-4d24-92f5-663c0c7fb445,Family - first level,2025-08-30T02:52:35.507879
18553030-810e-4799-a01a-8de5cecabcfa,a6f4a572-2ef3-4c2e-aefc-30640121cb89,9fcc6925-2f88-4f02-858b-efc0744c183a,Event Attendee Link,2025-08-30T02:52:35.507879
63fbd610-2586-4b21-bc90-362d2cf2398a,a6f4a572-2ef3-4c2e-aefc-30640121cb89,af025a99-ec4c-489a-99c5-723840442c3f,Mentor/Mentee,2025-08-30T02:52:35.507879
